origin	raw_sha256	normalized_sha256	basename	encoding	classification	markers
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/crp-0794.zip![24]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/crp-0894.zip![29]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/dark0294.zip![50]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/dark0494.zip![53]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/dark0694.zip![38]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/dark0894.zip![63]:PCM.805	be1790a75c9b5b9eb55bdb099188b34e1b02669847dc2ed155929a085c376306	20db51ba6f390ac36914c2810febfbb9099d21d5fd7a73fa180ef0e399e7e2a1	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/dark0994.zip![61]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/dark1294.zip![73]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/db-pack1.zip![33]:PCM.805	80750906009881a9ba8ff1b14f16eba30a62b332f0925024a0dbd5941d2efcc6	64cd56a5ad1ead516088e5b067167be4e962293fdffc3fb0ec57e3ed396de9bf	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/db-pack2.zip![18]:PCM.805	80750906009881a9ba8ff1b14f16eba30a62b332f0925024a0dbd5941d2efcc6	64cd56a5ad1ead516088e5b067167be4e962293fdffc3fb0ec57e3ed396de9bf	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/dcr0194.zip![12]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/death07.zip![39]:PCM.805	be1790a75c9b5b9eb55bdb099188b34e1b02669847dc2ed155929a085c376306	20db51ba6f390ac36914c2810febfbb9099d21d5fd7a73fa180ef0e399e7e2a1	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/die-pk7.zip![44]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/die-pk8.zip![74]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/dm_7-95.zip![30]:PCM.805	be1790a75c9b5b9eb55bdb099188b34e1b02669847dc2ed155929a085c376306	20db51ba6f390ac36914c2810febfbb9099d21d5fd7a73fa180ef0e399e7e2a1	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/doa-0494.zip![19]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/doomansi.zip![7]:PCM.805	80750906009881a9ba8ff1b14f16eba30a62b332f0925024a0dbd5941d2efcc6	64cd56a5ad1ead516088e5b067167be4e962293fdffc3fb0ec57e3ed396de9bf	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/dope0694.zip![54]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/dope0894.zip![49]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/dope1094.zip![23]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/dta_app.zip![16]:PCM.805	80750906009881a9ba8ff1b14f16eba30a62b332f0925024a0dbd5941d2efcc6	64cd56a5ad1ead516088e5b067167be4e962293fdffc3fb0ec57e3ed396de9bf	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/dvs-0196.zip![30]:PCM.805	325dccb7a078d40293f736e3be2d98dd054453762f939e9d25cf271233e530a6	e9ae62a2b387d61a0d2d339134f2941b9ac284e419844b9b63128e648fda2b7c	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/dvs-0995.zip![32]:PCM.805	325dccb7a078d40293f736e3be2d98dd054453762f939e9d25cf271233e530a6	e9ae62a2b387d61a0d2d339134f2941b9ac284e419844b9b63128e648fda2b7c	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/ea_oct94.zip![23]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/ecl-0694.zip![31]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/ecl-0794.zip![20]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/eden0894.zip![40]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/eden1294.zip![42]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/empire01.zip![22]:PCM.805	be1790a75c9b5b9eb55bdb099188b34e1b02669847dc2ed155929a085c376306	20db51ba6f390ac36914c2810febfbb9099d21d5fd7a73fa180ef0e399e7e2a1	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/escape04.zip![39]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/ete-0194.zip![43]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/fat-0694.zip![27]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/fat-0894.zip![36]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/fat-0994.zip![26]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/fawk0194.zip![12]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/fawk0294.zip![25]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/fawk0494.zip![20]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/fawk0794.zip![23]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/fear1294.zip![31]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/fi-1194.zip![57]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/fire0494.zip![29]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/fire0694.zip![25]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/fire0894.zip![23]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/fire0994.zip![24]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/fire1295.zip![50]:PCM.805	80750906009881a9ba8ff1b14f16eba30a62b332f0925024a0dbd5941d2efcc6	64cd56a5ad1ead516088e5b067167be4e962293fdffc3fb0ec57e3ed396de9bf	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/firm0695.zip![10]:PCM.805	be1790a75c9b5b9eb55bdb099188b34e1b02669847dc2ed155929a085c376306	20db51ba6f390ac36914c2810febfbb9099d21d5fd7a73fa180ef0e399e7e2a1	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/flip-23.zip![46]:PCMICRO.BBS	99b85068035b8ec1ff5cd9b9977137ce7ea8116676a079778ecea3dfe43b9342	fc38363f2722797b381a39e495b592beb19df057be99632ec875cab83fc901a8	pcmicro.bbs	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/flood-01.zip![34]:PCM.805	5805b019fddfa7d4f63486cee43ae4f1a8a2556fa73a65f2cb0b326c24494a0b	eca78c2652febf2591e5d207174673904309fd016abfa09a29c31479d62752fa	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/fsh-0194.zip![18]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/fury0794.zip![27]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/fury0894.zip![18]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/fury1094.zip![12]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/fut-1094.zip![34]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/gen0794.zip![35]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/genpack1.zip![17]:PCM.805	80750906009881a9ba8ff1b14f16eba30a62b332f0925024a0dbd5941d2efcc6	64cd56a5ad1ead516088e5b067167be4e962293fdffc3fb0ec57e3ed396de9bf	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/glx-col1.zip![3]:PCM.805	be1790a75c9b5b9eb55bdb099188b34e1b02669847dc2ed155929a085c376306	20db51ba6f390ac36914c2810febfbb9099d21d5fd7a73fa180ef0e399e7e2a1	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/grfx0894.zip![36]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/grim0894.zip![35]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/grip0194.zip![30]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/grip0294.zip![50]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/grip0394.zip![34]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/gthc0194.zip![38]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/gthc0294.zip![72]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/gthc0394.zip![54]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/hav-0494.zip![57]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/hav-0594.zip![62]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/hav-0694.zip![21]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/haze_002.zip![51]:PCM.805	be1790a75c9b5b9eb55bdb099188b34e1b02669847dc2ed155929a085c376306	20db51ba6f390ac36914c2810febfbb9099d21d5fd7a73fa180ef0e399e7e2a1	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/heat-04.zip![53]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/hkm-2die.zip![8]:PCM.805	be1790a75c9b5b9eb55bdb099188b34e1b02669847dc2ed155929a085c376306	20db51ba6f390ac36914c2810febfbb9099d21d5fd7a73fa180ef0e399e7e2a1	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/hkm-ngry.zip![9]:PCM.805	be1790a75c9b5b9eb55bdb099188b34e1b02669847dc2ed155929a085c376306	20db51ba6f390ac36914c2810febfbb9099d21d5fd7a73fa180ef0e399e7e2a1	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/hmg0494.zip![17]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/hor-1095.zip![35]:PCM.805	be1790a75c9b5b9eb55bdb099188b34e1b02669847dc2ed155929a085c376306	20db51ba6f390ac36914c2810febfbb9099d21d5fd7a73fa180ef0e399e7e2a1	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/hor-1295.zip![33]:PCM.805	80750906009881a9ba8ff1b14f16eba30a62b332f0925024a0dbd5941d2efcc6	64cd56a5ad1ead516088e5b067167be4e962293fdffc3fb0ec57e3ed396de9bf	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/hr09-94.zip![50]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/ic-2am.zip![2]:PCM.805	80750906009881a9ba8ff1b14f16eba30a62b332f0925024a0dbd5941d2efcc6	64cd56a5ad1ead516088e5b067167be4e962293fdffc3fb0ec57e3ed396de9bf	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/ice-08.zip![36]:PCM.805	be1790a75c9b5b9eb55bdb099188b34e1b02669847dc2ed155929a085c376306	20db51ba6f390ac36914c2810febfbb9099d21d5fd7a73fa180ef0e399e7e2a1	pcm.805	cp437-inferred	candidate-other	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/ice-9401.zip![64]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/ice-9402.zip![61]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/ice-9403.zip![78]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/ice-9404.zip![52]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/ice-9405.zip![41]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/ice-9406.zip![46]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/ice-9407.zip![46]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
/home/mkrueger/work/bbs/bbsarchives/Ansi-Art/ice-9408.zip![41]:PCM.NFO	cd07e38fe4c925c470a1c33c41d230c7085d20392a1f60a2c110f0c42121826d	ffac4893a08efb68f798dc96c5247f81fdaf44700e6d3b7e73c51a519addf749	pcm.nfo	cp437-inferred	doc-like	pacific-coast-micro
