origin	raw_sha256	normalized_sha256	basename	encoding	classification	markers
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/tends10.zip![6]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/terror11.zip![6]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/terror20.zip![5]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/theho101.zip![9]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/theif310.zip![7]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/thiev11.zip![6]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/thomas_2d1.zip![4]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/thor200.zip![5]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/thouse10.zip![4]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/tien400.zip![7]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/timelord.zip![5]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/tisland.zip![3]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/tkd11.zip![5]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/tlord18.zip![3]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/tlord19.zip![6]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/tls103.zip![10]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/tm114.zip![4]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/tnoch101.zip![8]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/tok100.zip![8]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/toms15.zip![6]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/torin131.zip![5]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/tran.zip![6]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/trans11c.zip![7]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/trivia.zip![7]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/tst100.zip![6]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/turdun18.zip![10]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/turttb10.zip![8]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/turttb12.zip![9]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/tvill110.zip![19]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/tvill111.zip![19]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/uga10.zip![6]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/under200.zip![7]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/underv1.zip![4]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/underv12.zip![4]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/v0rea130.zip![14]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/v1ban130.zip![14]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/v2gyp108.zip![23]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/v3for103.zip![27]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/v4dis100.zip![18]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/v5med100.zip![12]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/valev141.zip![5]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/valev15.zip![5]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/vanad110.zip![7]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/vdhut20.zip![8]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/vdtran.zip![10]:LORD.BBS	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.bbs	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/velox20.zip![8]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/violet.zip![6]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/violet15.zip![6]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/violet27.zip![6]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/violet52.zip![8]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/visn21.zip![6]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/vlad41sw.zip![8]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/volcan13.zip![6]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/votp_2d14.zip![14]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/votprip2.zip![39]:DOORS.BBS	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	doors.bbs	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/votprip2.zip![40]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/voy110.zip![5]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/w1_2d200.zip![9]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/w_isle19.zip![9]:LORD.BBS	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.bbs	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/wally10.zip![5]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/wampa100.zip![6]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/warp11.zip![6]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/warper10.zip![4]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/wcxf26.zip![5]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/wedchp10.zip![7]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/wgra1_0.zip![5]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/wguy120.zip![6]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/whore20.zip![4]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/wilma100.zip![6]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/witch27.zip![5]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/witnes10.zip![6]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/wizard20.zip![6]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/wizcas13.zip![9]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/wl_2dv04b.zip![5]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/wl_2dv10.zip![5]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/woodld1a.zip![5]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/wow22.zip![5]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/wow253b.zip![8]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/wtshel11.zip![4]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
/home/mkrueger/work/bbs/bbsarchives/Doors/Doors_Lord_IGMS/ww101.zip![5]:LORD.IGM	71d056256e41d4ff70832abfe8c37d449ef45f0265bd1d05e0393a339b37cb4a	b1761e8d0edefc60353e57f91c05d31f9196ec47b46eaeeb94297e49cf8f95bd	lord.igm	cp437-inferred	candidate-other	bbs-archives
